filename,actual_label,vreg,template1_pred,template2_pred,template1_correct,template2_correct
entmt31.legit.txt,real,0.567,fake,real,False,True
entmt32.legit.txt,real,0.438,real,real,True,True
entmt33.legit.txt,real,0.621,real,fake,True,False
entmt34.legit.txt,real,0.516,fake,real,False,True
entmt35.legit.txt,real,0.5,real,real,True,True
entmt36.legit.txt,real,0.75,real,real,True,True
entmt37.legit.txt,real,0.567,real,real,True,True
entmt38.legit.txt,real,0.683,real,real,True,True
entmt39.legit.txt,real,0.567,real,real,True,True
entmt40.legit.txt,real,0.567,real,real,True,True
polit01.legit.txt,real,0.483,real,real,True,True
polit02.legit.txt,real,0.621,real,real,True,True
polit03.legit.txt,real,0.383,real,real,True,True
polit04.legit.txt,real,0.583,real,real,True,True
polit05.legit.txt,real,0.432,real,real,True,True
polit06.legit.txt,real,0.481,real,fake,True,False
polit07.legit.txt,real,0.391,real,real,True,True
polit08.legit.txt,real,0.667,real,fake,True,False
polit09.legit.txt,real,0.482,fake,real,False,True
polit10.legit.txt,real,0.391,real,real,True,True
polit11.legit.txt,real,0.481,real,real,True,True
polit12.legit.txt,real,0.422,fake,fake,False,False
polit13.legit.txt,real,0.467,real,real,True,True
