filename,actual_label,vreg,template1_pred,template2_pred,template1_correct,template2_correct
entmt01.fake.txt,fake,0.683,real,real,False,False
entmt02.fake.txt,fake,0.458,fake,real,True,False
entmt03.fake.txt,fake,0.563,fake,fake,True,True
entmt04.fake.txt,fake,0.483,fake,fake,True,True
entmt05.fake.txt,fake,0.383,real,fake,False,True
entmt06.fake.txt,fake,0.483,fake,fake,True,True
entmt07.fake.txt,fake,0.483,real,real,False,False
entmt08.fake.txt,fake,0.467,fake,real,True,False
entmt09.fake.txt,fake,0.667,real,fake,False,True
entmt10.fake.txt,fake,0.583,fake,fake,True,True
entmt11.fake.txt,fake,0.517,fake,real,True,False
entmt12.fake.txt,fake,0.481,real,real,False,False
entmt13.fake.txt,fake,0.567,real,real,False,False
entmt14.fake.txt,fake,0.583,real,real,False,False
entmt15.fake.txt,fake,0.583,real,real,False,False
entmt16.fake.txt,fake,0.438,real,fake,False,True
entmt17.fake.txt,fake,0.667,real,fake,False,True
entmt18.fake.txt,fake,0.333,fake,real,True,False
entmt19.fake.txt,fake,0.467,real,real,False,False
entmt20.fake.txt,fake,0.422,fake,fake,True,True
entmt21.fake.txt,fake,0.438,fake,real,True,False
entmt22.fake.txt,fake,0.569,real,real,False,False
entmt23.fake.txt,fake,0.65,real,real,False,False
entmt24.fake.txt,fake,0.567,fake,fake,True,True
entmt25.fake.txt,fake,0.516,fake,real,True,False
entmt26.fake.txt,fake,0.438,real,fake,False,True
entmt27.fake.txt,fake,0.458,real,real,False,False
entmt28.fake.txt,fake,0.438,real,fake,False,True
entmt29.fake.txt,fake,0.328,real,real,False,False
entmt30.fake.txt,fake,0.583,real,real,False,False
entmt31.fake.txt,fake,0.567,real,real,False,False
entmt32.fake.txt,fake,0.383,fake,fake,True,True
entmt33.fake.txt,fake,0.569,real,real,False,False
entmt34.fake.txt,fake,0.438,fake,real,True,False
entmt35.fake.txt,fake,0.483,fake,real,True,False
entmt36.fake.txt,fake,0.483,real,fake,False,True
entmt37.fake.txt,fake,0.483,fake,real,True,False
entmt38.fake.txt,fake,0.45,fake,fake,True,True
entmt39.fake.txt,fake,0.567,real,real,False,False
entmt40.fake.txt,fake,0.467,fake,fake,True,True
polit01.fake.txt,fake,0.424,real,real,False,False
polit02.fake.txt,fake,0.567,real,real,False,False
polit03.fake.txt,fake,0.367,fake,real,True,False
polit04.fake.txt,fake,0.483,real,real,False,False
polit05.fake.txt,fake,0.483,fake,fake,True,True
polit06.fake.txt,fake,0.521,real,real,False,False
polit07.fake.txt,fake,0.467,real,real,False,False
polit08.fake.txt,fake,0.569,real,real,False,False
polit09.fake.txt,fake,0.483,real,real,False,False
polit10.fake.txt,fake,0.429,fake,fake,True,True
polit11.fake.txt,fake,0.483,fake,fake,True,True
polit12.fake.txt,fake,0.483,real,real,False,False
polit13.fake.txt,fake,0.621,real,real,False,False
polit14.fake.txt,fake,0.567,fake,fake,True,True
polit15.fake.txt,fake,0.567,real,real,False,False
polit16.fake.txt,fake,0.569,real,real,False,False
polit17.fake.txt,fake,0.464,real,real,False,False
polit18.fake.txt,fake,0.422,real,fake,False,True
polit19.fake.txt,fake,0.483,fake,real,True,False
polit20.fake.txt,fake,0.421,fake,fake,True,True
polit21.fake.txt,fake,0.324,fake,fake,True,True
polit22.fake.txt,fake,0.481,real,fake,False,True
polit23.fake.txt,fake,0.483,fake,fake,True,True
polit24.fake.txt,fake,0.533,real,real,False,False
polit25.fake.txt,fake,0.532,real,real,False,False
polit26.fake.txt,fake,0.483,fake,fake,True,True
polit27.fake.txt,fake,0.538,fake,fake,True,True
polit28.fake.txt,fake,0.422,real,real,False,False
polit29.fake.txt,fake,0.367,real,real,False,False
polit30.fake.txt,fake,0.568,real,real,False,False
polit31.fake.txt,fake,0.429,fake,fake,True,True
polit32.fake.txt,fake,0.483,fake,real,True,False
polit33.fake.txt,fake,0.548,fake,fake,True,True
polit34.fake.txt,fake,0.516,real,fake,False,True
polit35.fake.txt,fake,0.702,real,real,False,False
polit36.fake.txt,fake,0.422,fake,fake,True,True
polit37.fake.txt,fake,0.5,fake,fake,True,True
polit38.fake.txt,fake,0.567,real,real,False,False
polit39.fake.txt,fake,0.483,real,fake,False,True
polit40.fake.txt,fake,0.5,real,real,False,False
sports01.fake.txt,fake,0.683,real,real,False,False
sports02.fake.txt,fake,0.483,real,real,False,False
sports03.fake.txt,fake,0.683,real,fake,False,True
sports04.fake.txt,fake,0.224,real,real,False,False
sports05.fake.txt,fake,0.564,real,real,False,False
sports06.fake.txt,fake,0.328,real,fake,False,True
sports07.fake.txt,fake,0.396,fake,fake,True,True
sports08.fake.txt,fake,0.583,fake,real,True,False
sports09.fake.txt,fake,0.304,real,real,False,False
sports10.fake.txt,fake,0.583,fake,fake,True,True
sports11.fake.txt,fake,0.45,real,real,False,False
sports12.fake.txt,fake,0.438,real,real,False,False
sports13.fake.txt,fake,0.583,fake,real,True,False
sports14.fake.txt,fake,0.483,real,fake,False,True
sports15.fake.txt,fake,0.607,fake,fake,True,True
sports16.fake.txt,fake,0.483,fake,fake,True,True
sports17.fake.txt,fake,0.564,real,fake,False,True
sports18.fake.txt,fake,0.483,fake,fake,True,True
sports19.fake.txt,fake,0.467,real,real,False,False
sports20.fake.txt,fake,0.333,real,real,False,False
sports21.fake.txt,fake,0.621,fake,fake,True,True
sports22.fake.txt,fake,0.517,real,fake,False,True
sports23.fake.txt,fake,0.583,fake,real,True,False
sports24.fake.txt,fake,0.569,real,fake,False,True
sports25.fake.txt,fake,0.467,real,real,False,False
sports26.fake.txt,fake,0.467,fake,real,True,False
sports27.fake.txt,fake,0.438,real,fake,False,True
sports28.fake.txt,fake,0.521,real,real,False,False
sports29.fake.txt,fake,0.75,real,real,False,False
sports30.fake.txt,fake,0.516,fake,fake,True,True
sports31.fake.txt,fake,0.45,fake,real,True,False
sports32.fake.txt,fake,0.421,real,real,False,False
sports33.fake.txt,fake,0.483,fake,fake,True,True
sports34.fake.txt,fake,0.333,fake,real,True,False
sports35.fake.txt,fake,0.333,fake,real,True,False
sports36.fake.txt,fake,0.567,real,real,False,False
sports37.fake.txt,fake,0.569,fake,fake,True,True
sports38.fake.txt,fake,0.483,real,real,False,False
sports39.fake.txt,fake,0.561,real,real,False,False
sports40.fake.txt,fake,0.583,real,fake,False,True
tech001.fake.txt,fake,0.667,fake,fake,True,True
tech002.fake.txt,fake,0.324,fake,fake,True,True
tech003.fake.txt,fake,0.532,real,fake,False,True
tech004.fake.txt,fake,0.467,real,fake,False,True
tech005.fake.txt,fake,0.65,fake,real,True,False
tech006.fake.txt,fake,0.621,real,real,False,False
tech007.fake.txt,fake,0.438,fake,fake,True,True
tech008.fake.txt,fake,0.429,fake,real,True,False
tech009.fake.txt,fake,0.567,fake,fake,True,True
tech010.fake.txt,fake,0.5,fake,real,True,False
tech011.fake.txt,fake,0.583,fake,fake,True,True
tech012.fake.txt,fake,0.367,fake,real,True,False
tech013.fake.txt,fake,0.583,fake,fake,True,True
tech014.fake.txt,fake,0.438,fake,fake,True,True
tech015.fake.txt,fake,0.567,real,real,False,False
tech016.fake.txt,fake,0.422,real,real,False,False
tech017.fake.txt,fake,0.567,real,fake,False,True
tech018.fake.txt,fake,0.322,real,fake,False,True
tech019.fake.txt,fake,0.483,real,fake,False,True
tech020.fake.txt,fake,0.75,fake,fake,True,True
tech021.fake.txt,fake,0.429,fake,fake,True,True
tech022.fake.txt,fake,0.467,fake,fake,True,True
tech023.fake.txt,fake,0.564,fake,fake,True,True
tech024.fake.txt,fake,0.429,real,real,False,False
tech025.fake.txt,fake,0.467,fake,real,True,False
tech026.fake.txt,fake,0.621,fake,real,True,False
tech027.fake.txt,fake,0.583,fake,fake,True,True
tech028.fake.txt,fake,0.483,fake,fake,True,True
tech029.fake.txt,fake,0.569,real,real,False,False
tech030.fake.txt,fake,0.483,fake,fake,True,True
tech031.fake.txt,fake,0.533,fake,fake,True,True
tech032.fake.txt,fake,0.521,fake,fake,True,True
tech033.fake.txt,fake,0.56,fake,fake,True,True
tech034.fake.txt,fake,0.5,fake,fake,True,True
tech035.fake.txt,fake,0.354,fake,fake,True,True
tech036.fake.txt,fake,0.583,real,real,False,False
tech037.fake.txt,fake,0.564,real,real,False,False
tech038.fake.txt,fake,0.621,real,fake,False,True
tech039.fake.txt,fake,0.367,real,real,False,False
tech040.fake.txt,fake,0.567,fake,fake,True,True
biz01.legit.txt,real,0.483,real,real,True,True
biz02.legit.txt,real,0.533,real,real,True,True
biz03.legit.txt,real,0.567,real,fake,True,False
biz04.legit.txt,real,0.533,real,real,True,True
biz05.legit.txt,real,0.621,real,real,True,True
biz06.legit.txt,real,0.483,fake,fake,False,False
biz07.legit.txt,real,0.421,real,real,True,True
biz08.legit.txt,real,0.367,real,fake,True,False
biz09.legit.txt,real,0.444,real,real,True,True
biz10.legit.txt,real,0.328,real,fake,True,False
biz11.legit.txt,real,0.533,fake,fake,False,False
biz12.legit.txt,real,0.333,real,real,True,True
biz13.legit.txt,real,0.567,real,real,True,True
biz14.legit.txt,real,0.667,real,real,True,True
biz15.legit.txt,real,0.422,real,real,True,True
biz16.legit.txt,real,0.583,real,real,True,True
biz17.legit.txt,real,0.483,real,real,True,True
biz18.legit.txt,real,0.683,real,real,True,True
biz19.legit.txt,real,0.567,real,real,True,True
biz20.legit.txt,real,0.481,real,real,True,True
biz21.legit.txt,real,0.569,real,real,True,True
biz22.legit.txt,real,0.467,real,real,True,True
biz23.legit.txt,real,0.567,real,real,True,True
biz24.legit.txt,real,0.5,real,real,True,True
biz25.legit.txt,real,0.32,real,real,True,True
biz26.legit.txt,real,0.567,real,real,True,True
biz27.legit.txt,real,0.567,real,real,True,True
biz28.legit.txt,real,0.483,real,real,True,True
biz29.legit.txt,real,0.688,real,real,True,True
biz30.legit.txt,real,0.467,real,fake,True,False
biz31.legit.txt,real,0.45,real,real,True,True
biz32.legit.txt,real,0.323,fake,fake,False,False
biz33.legit.txt,real,0.422,real,real,True,True
biz34.legit.txt,real,0.467,real,real,True,True
biz35.legit.txt,real,0.5,real,real,True,True
biz36.legit.txt,real,0.607,real,real,True,True
biz37.legit.txt,real,0.333,real,real,True,True
biz38.legit.txt,real,0.65,real,fake,True,False
biz39.legit.txt,real,0.333,real,real,True,True
biz40.legit.txt,real,0.567,real,real,True,True
edu01.legit.txt,real,0.569,real,real,True,True
edu02.legit.txt,real,0.71,real,real,True,True
edu03.legit.txt,real,0.483,real,real,True,True
edu04.legit.txt,real,0.481,real,fake,True,False
edu05.legit.txt,real,0.569,real,real,True,True
edu06.legit.txt,real,0.383,real,real,True,True
edu07.legit.txt,real,0.667,real,real,True,True
edu08.legit.txt,real,0.391,real,fake,True,False
edu09.legit.txt,real,0.367,real,fake,True,False
edu10.legit.txt,real,0.421,real,fake,True,False
edu11.legit.txt,real,0.483,real,fake,True,False
edu12.legit.txt,real,0.569,real,real,True,True
edu13.legit.txt,real,0.489,real,real,True,True
edu14.legit.txt,real,0.683,real,real,True,True
edu15.legit.txt,real,0.422,real,fake,True,False
edu16.legit.txt,real,0.533,real,real,True,True
edu17.legit.txt,real,0.438,real,real,True,True
edu18.legit.txt,real,0.567,real,real,True,True
edu19.legit.txt,real,0.567,real,real,True,True
edu20.legit.txt,real,0.567,real,real,True,True
edu21.legit.txt,real,0.467,real,real,True,True
edu22.legit.txt,real,0.567,real,real,True,True
edu23.legit.txt,real,0.328,real,fake,True,False
edu24.legit.txt,real,0.569,fake,real,False,True
edu25.legit.txt,real,0.567,real,real,True,True
edu26.legit.txt,real,0.621,real,real,True,True
edu27.legit.txt,real,0.568,real,real,True,True
edu28.legit.txt,real,0.516,real,real,True,True
edu29.legit.txt,real,0.655,fake,real,False,True
edu30.legit.txt,real,0.5,real,real,True,True
edu31.legit.txt,real,0.583,real,real,True,True
edu32.legit.txt,real,0.65,real,real,True,True
edu33.legit.txt,real,0.567,real,real,True,True
edu34.legit.txt,real,0.621,real,fake,True,False
edu35.legit.txt,real,0.683,real,real,True,True
edu36.legit.txt,real,0.422,real,real,True,True
edu37.legit.txt,real,0.422,real,real,True,True
edu38.legit.txt,real,0.483,real,real,True,True
edu39.legit.txt,real,0.568,real,real,True,True
edu40.legit.txt,real,0.321,real,fake,True,False
entmt01.legit.txt,real,0.667,real,real,True,True
entmt02.legit.txt,real,0.452,real,real,True,True
entmt03.legit.txt,real,0.569,real,real,True,True
entmt04.legit.txt,real,0.567,real,real,True,True
entmt05.legit.txt,real,0.667,real,fake,True,False
entmt06.legit.txt,real,0.533,real,real,True,True
entmt07.legit.txt,real,0.548,real,fake,True,False
entmt08.legit.txt,real,0.583,fake,real,False,True
entmt09.legit.txt,real,0.517,real,real,True,True
entmt10.legit.txt,real,0.467,real,real,True,True
entmt11.legit.txt,real,0.421,real,real,True,True
entmt12.legit.txt,real,0.567,fake,real,False,True
entmt13.legit.txt,real,0.533,real,real,True,True
entmt14.legit.txt,real,0.621,real,real,True,True
entmt15.legit.txt,real,0.483,real,fake,True,False
entmt16.legit.txt,real,0.516,real,real,True,True
entmt17.legit.txt,real,0.483,real,real,True,True
entmt18.legit.txt,real,0.583,real,real,True,True
entmt19.legit.txt,real,0.48,real,real,True,True
entmt20.legit.txt,real,0.467,real,fake,True,False
entmt21.legit.txt,real,0.533,real,fake,True,False
entmt22.legit.txt,real,0.5,real,real,True,True
entmt23.legit.txt,real,0.567,real,fake,True,False
entmt24.legit.txt,real,0.583,real,real,True,True
entmt25.legit.txt,real,0.533,fake,real,False,True
entmt26.legit.txt,real,0.548,real,real,True,True
entmt27.legit.txt,real,0.533,real,fake,True,False
entmt28.legit.txt,real,0.621,real,real,True,True
entmt29.legit.txt,real,0.383,real,real,True,True
entmt30.legit.txt,real,0.655,real,real,True,True
entmt31.legit.txt,real,0.567,real,real,True,True
entmt32.legit.txt,real,0.438,real,real,True,True
entmt33.legit.txt,real,0.621,real,real,True,True
entmt34.legit.txt,real,0.516,fake,fake,False,False
entmt35.legit.txt,real,0.5,fake,real,False,True
entmt36.legit.txt,real,0.75,real,real,True,True
entmt37.legit.txt,real,0.567,real,real,True,True
entmt38.legit.txt,real,0.683,real,fake,True,False
entmt39.legit.txt,real,0.567,real,real,True,True
entmt40.legit.txt,real,0.567,real,fake,True,False
polit01.legit.txt,real,0.483,real,real,True,True
polit02.legit.txt,real,0.621,real,real,True,True
polit03.legit.txt,real,0.383,real,real,True,True
polit04.legit.txt,real,0.583,real,real,True,True
polit05.legit.txt,real,0.432,fake,fake,False,False
polit06.legit.txt,real,0.481,real,fake,True,False
polit07.legit.txt,real,0.391,real,real,True,True
polit08.legit.txt,real,0.667,real,real,True,True
polit09.legit.txt,real,0.482,real,fake,True,False
polit10.legit.txt,real,0.391,real,real,True,True
polit11.legit.txt,real,0.481,real,real,True,True
polit12.legit.txt,real,0.422,real,real,True,True
polit13.legit.txt,real,0.467,real,real,True,True
